"","N2.up","N2.dn","AM.up","AM.dn","INTERSECT.up","INTERSECT.dn","INTERSECT.reg","N2.only.up","AM.only.up","N2.only.dn","AM.only.dn","UNION.up","UNION.dn","UNION.reg"
"486","WBGene00008851","WBGene00017165",NA,"WBGene00008622",NA,NA,"WBGene00008782",NA,NA,NA,NA,"WBGene00006956","WBGene00008622","WBGene00006956"
"487","WBGene00009090","WBGene00044431",NA,"WBGene00007042",NA,NA,"WBGene00004781",NA,NA,NA,NA,"WBGene00015469","WBGene00007042","WBGene00015469"
"488","WBGene00021396","WBGene00002124",NA,"WBGene00001840",NA,NA,"WBGene00009659",NA,NA,NA,NA,"WBGene00007652","WBGene00001840","WBGene00007652"
"489","WBGene00019967","WBGene00001023",NA,"WBGene00013699",NA,NA,"WBGene00015181",NA,NA,NA,NA,"WBGene00001824","WBGene00013699","WBGene00001824"
"490","WBGene00021503","WBGene00004143",NA,"WBGene00004827",NA,NA,"WBGene00219451",NA,NA,NA,NA,"WBGene00006923","WBGene00004827","WBGene00006923"
"491","WBGene00000149","WBGene00008394",NA,"WBGene00005008",NA,NA,"WBGene00006586",NA,NA,NA,NA,"WBGene00012261","WBGene00005008","WBGene00012261"
"492","WBGene00018547","WBGene00022835",NA,"WBGene00007463",NA,NA,"WBGene00017954",NA,NA,NA,NA,"WBGene00021322","WBGene00007463","WBGene00021322"
"493","WBGene00016218","WBGene00020778",NA,"WBGene00013209",NA,NA,"WBGene00017135",NA,NA,NA,NA,"WBGene00021002","WBGene00013209","WBGene00021002"
"494","WBGene00007125","WBGene00006874",NA,"WBGene00016009",NA,NA,"WBGene00003595",NA,NA,NA,NA,"WBGene00002054","WBGene00016009","WBGene00002054"
"495","WBGene00006927","WBGene00021682",NA,"WBGene00001561",NA,NA,"WBGene00019415",NA,NA,NA,NA,"WBGene00009306","WBGene00001561","WBGene00009306"
"496","WBGene00008944","WBGene00004788",NA,"WBGene00004701",NA,NA,"WBGene00000387",NA,NA,NA,NA,"WBGene00021253","WBGene00004701","WBGene00021253"
"497","WBGene00015532","WBGene00009851",NA,"WBGene00006528",NA,NA,"WBGene00019703",NA,NA,NA,NA,"WBGene00008020","WBGene00006528","WBGene00008020"
"498","WBGene00006575","WBGene00003157",NA,"WBGene00003759",NA,NA,"WBGene00044281",NA,NA,NA,NA,"WBGene00015551","WBGene00003759","WBGene00015551"
"499","WBGene00044772","WBGene00019700",NA,NA,NA,NA,"WBGene00013319",NA,NA,NA,NA,"WBGene00016355","WBGene00020700","WBGene00016355"
"500","WBGene00007103","WBGene00019217",NA,NA,NA,NA,"WBGene00011791",NA,NA,NA,NA,"WBGene00021095","WBGene00000657","WBGene00021095"
"501","WBGene00010454","WBGene00000591",NA,NA,NA,NA,"WBGene00004204",NA,NA,NA,NA,"WBGene00014207","WBGene00019606","WBGene00014207"
"502","WBGene00000776","WBGene00011388",NA,NA,NA,NA,"WBGene00007182",NA,NA,NA,NA,"WBGene00009215","WBGene00004352","WBGene00009215"
"503","WBGene00008194","WBGene00011738",NA,NA,NA,NA,"WBGene00016695",NA,NA,NA,NA,"WBGene00006741","WBGene00007979","WBGene00006741"
"504","WBGene00017498","WBGene00015001",NA,NA,NA,NA,"WBGene00016173",NA,NA,NA,NA,"WBGene00020315","WBGene00015549","WBGene00020315"
"505","WBGene00007405","WBGene00012431",NA,NA,NA,NA,"WBGene00013465",NA,NA,NA,NA,"WBGene00004321","WBGene00000175","WBGene00004321"
"506","WBGene00004382","WBGene00008384",NA,NA,NA,NA,"WBGene00020725",NA,NA,NA,NA,"WBGene00045251","WBGene00012299","WBGene00045251"
"507","WBGene00010935","WBGene00004132",NA,NA,NA,NA,"WBGene00004706",NA,NA,NA,NA,"WBGene00015823","WBGene00006393","WBGene00015823"
"508","WBGene00016180","WBGene00007321",NA,NA,NA,NA,"WBGene00019357",NA,NA,NA,NA,"WBGene00003091","WBGene00022642","WBGene00003091"
"509","WBGene00010296","WBGene00015687",NA,NA,NA,NA,"WBGene00001946",NA,NA,NA,NA,"WBGene00020938","WBGene00004354","WBGene00020938"
"510","WBGene00021518","WBGene00000168",NA,NA,NA,NA,"WBGene00000257",NA,NA,NA,NA,"WBGene00012861","WBGene00001477","WBGene00012861"
"511","WBGene00011763","WBGene00006737",NA,NA,NA,NA,"WBGene00002000",NA,NA,NA,NA,"WBGene00019160","WBGene00018786","WBGene00019160"
"512","WBGene00000831","WBGene00009503",NA,NA,NA,NA,"WBGene00012530",NA,NA,NA,NA,"WBGene00022013","WBGene00019971","WBGene00022013"
"513","WBGene00006930","WBGene00004339",NA,NA,NA,NA,"WBGene00016893",NA,NA,NA,NA,"WBGene00013654","WBGene00011522","WBGene00013654"
"514","WBGene00008652","WBGene00010609",NA,NA,NA,NA,"WBGene00003154",NA,NA,NA,NA,"WBGene00012692","WBGene00007256","WBGene00012692"
"515","WBGene00008378","WBGene00017984",NA,NA,NA,NA,"WBGene00009939",NA,NA,NA,NA,"WBGene00022736","WBGene00001597","WBGene00022736"
"516","WBGene00044443","WBGene00009537",NA,NA,NA,NA,"WBGene00004699",NA,NA,NA,NA,"WBGene00018488","WBGene00004095","WBGene00018488"
"517","WBGene00194731","WBGene00016576",NA,NA,NA,NA,"WBGene00009724",NA,NA,NA,NA,"WBGene00003589","WBGene00019611","WBGene00003589"
"518","WBGene00003635","WBGene00006536",NA,NA,NA,NA,"WBGene00017253",NA,NA,NA,NA,"WBGene00015930","WBGene00006384","WBGene00015930"
"519","WBGene00011476","WBGene00219443",NA,NA,NA,NA,"WBGene00004884",NA,NA,NA,NA,"WBGene00005018","WBGene00011642","WBGene00005018"
"520","WBGene00015894","WBGene00004684",NA,NA,NA,NA,"WBGene00021966",NA,NA,NA,NA,"WBGene00017660","WBGene00003155","WBGene00017660"
"521","WBGene00011756","WBGene00001165",NA,NA,NA,NA,"WBGene00009897",NA,NA,NA,NA,"WBGene00019097","WBGene00016779","WBGene00019097"
"522","WBGene00018210","WBGene00006697",NA,NA,NA,NA,"WBGene00020823",NA,NA,NA,NA,"WBGene00020047","WBGene00017766","WBGene00020047"
"523","WBGene00018877","WBGene00011807",NA,NA,NA,NA,"WBGene00015265",NA,NA,NA,NA,"WBGene00077490","WBGene00008882","WBGene00077490"
"524","WBGene00004300","WBGene00016603",NA,NA,NA,NA,"WBGene00000106",NA,NA,NA,NA,"WBGene00045401","WBGene00206389","WBGene00045401"
"525","WBGene00013289","WBGene00001974",NA,NA,NA,NA,"WBGene00011915",NA,NA,NA,NA,"WBGene00010573","WBGene00010062","WBGene00010573"
"526","WBGene00013013","WBGene00007267",NA,NA,NA,NA,"WBGene00007846",NA,NA,NA,NA,"WBGene00009787","WBGene00012405","WBGene00009787"
"527","WBGene00018339","WBGene00021554",NA,NA,NA,NA,"WBGene00019787",NA,NA,NA,NA,"WBGene00002039","WBGene00019153","WBGene00002039"
"528","WBGene00002113","WBGene00001648",NA,NA,NA,NA,"WBGene00013794",NA,NA,NA,NA,"WBGene00001330","WBGene00001041","WBGene00001330"
"529","WBGene00015268","WBGene00002245",NA,NA,NA,NA,"WBGene00016905",NA,NA,NA,NA,"WBGene00000738","WBGene00003864","WBGene00000738"
"530","WBGene00021525","WBGene00007118",NA,NA,NA,NA,"WBGene00219422",NA,NA,NA,NA,"WBGene00013200","WBGene00018286","WBGene00013200"
"531","WBGene00021020","WBGene00004705",NA,NA,NA,NA,"WBGene00015391",NA,NA,NA,NA,"WBGene00016422","WBGene00008218","WBGene00016422"
"532","WBGene00000228","WBGene00002003",NA,NA,NA,NA,"WBGene00006843",NA,NA,NA,NA,"WBGene00003847","WBGene00022749","WBGene00003847"
"533","WBGene00014001","WBGene00018578",NA,NA,NA,NA,"WBGene00013721",NA,NA,NA,NA,"WBGene00010904","WBGene00006474","WBGene00010904"
"534","WBGene00011374","WBGene00023409",NA,NA,NA,NA,"WBGene00018021",NA,NA,NA,NA,"WBGene00002021","WBGene00004078","WBGene00002021"
"535","WBGene00015217","WBGene00019824",NA,NA,NA,NA,"WBGene00009188",NA,NA,NA,NA,"WBGene00021703","WBGene00004984","WBGene00021703"
"536","WBGene00002036","WBGene00014036",NA,NA,NA,NA,"WBGene00009573",NA,NA,NA,NA,"WBGene00044922","WBGene00000732","WBGene00044922"
"537","WBGene00012813","WBGene00003221",NA,NA,NA,NA,"WBGene00017990",NA,NA,NA,NA,"WBGene00004122","WBGene00017864","WBGene00004122"
"538","WBGene00022856","WBGene00020438",NA,NA,NA,NA,"WBGene00000235",NA,NA,NA,NA,"WBGene00004898","WBGene00013383","WBGene00004898"
"539","WBGene00017380","WBGene00016346",NA,NA,NA,NA,"WBGene00001484",NA,NA,NA,NA,"WBGene00015517","WBGene00010726","WBGene00015517"
"540","WBGene00008850","WBGene00001005",NA,NA,NA,NA,"WBGene00010234",NA,NA,NA,NA,"WBGene00017964","WBGene00011614","WBGene00017964"
"541","WBGene00003929","WBGene00016192",NA,NA,NA,NA,"WBGene00015411",NA,NA,NA,NA,"WBGene00001072","WBGene00019118","WBGene00001072"
"542","WBGene00003374","WBGene00022368",NA,NA,NA,NA,"WBGene00013209",NA,NA,NA,NA,"WBGene00014164","WBGene00013347","WBGene00014164"
"543","WBGene00001784","WBGene00000013",NA,NA,NA,NA,"WBGene00001840",NA,NA,NA,NA,"WBGene00003408","WBGene00008824","WBGene00003408"
"544","WBGene00003657","WBGene00013606",NA,NA,NA,NA,"WBGene00020245",NA,NA,NA,NA,"WBGene00011105","WBGene00021658","WBGene00011105"
"545","WBGene00009902","WBGene00007772",NA,NA,NA,NA,"WBGene00016710",NA,NA,NA,NA,"WBGene00019476","WBGene00007705","WBGene00019476"
"546","WBGene00004002","WBGene00018717",NA,NA,NA,NA,"WBGene00008670",NA,NA,NA,NA,"WBGene00020363","WBGene00004214","WBGene00020363"
"547","WBGene00011156","WBGene00006713",NA,NA,NA,NA,"WBGene00005008",NA,NA,NA,NA,"WBGene00017591","WBGene00009778","WBGene00017591"
"548","WBGene00022562","WBGene00000464",NA,NA,NA,NA,"WBGene00018828",NA,NA,NA,NA,"WBGene00009842","WBGene00018294","WBGene00009842"
"549","WBGene00004096","WBGene00011898",NA,NA,NA,NA,"WBGene00008973",NA,NA,NA,NA,"WBGene00020760","WBGene00006977","WBGene00020760"
"550","WBGene00014254","WBGene00022738",NA,NA,NA,NA,"WBGene00019947",NA,NA,NA,NA,"WBGene00020158","WBGene00011820","WBGene00020158"
"551","WBGene00007765","WBGene00006523",NA,NA,NA,NA,"WBGene00004945",NA,NA,NA,NA,"WBGene00044644","WBGene00003036","WBGene00044644"
"552","WBGene00017488","WBGene00001980",NA,NA,NA,NA,"WBGene00010051",NA,NA,NA,NA,"WBGene00015122","WBGene00012888","WBGene00015122"
"553","WBGene00011957","WBGene00013719",NA,NA,NA,NA,"WBGene00019413",NA,NA,NA,NA,"WBGene00003773","WBGene00019158","WBGene00003773"
"554","WBGene00020200","WBGene00007109",NA,NA,NA,NA,"WBGene00017993",NA,NA,NA,NA,"WBGene00003517","WBGene00008774","WBGene00003517"
"555","WBGene00017210","WBGene00002253",NA,NA,NA,NA,"WBGene00001562",NA,NA,NA,NA,"WBGene00016052","WBGene00007105","WBGene00016052"
"556","WBGene00006321","WBGene00000301",NA,NA,NA,NA,"WBGene00015776",NA,NA,NA,NA,"WBGene00020931","WBGene00002068","WBGene00020931"
"557","WBGene00007492","WBGene00005014",NA,NA,NA,NA,"WBGene00018857",NA,NA,NA,NA,"WBGene00045272","WBGene00003083","WBGene00045272"
"558","WBGene00008743","WBGene00019960",NA,NA,NA,NA,"WBGene00011977",NA,NA,NA,NA,"WBGene00012140","WBGene00007332","WBGene00012140"
"559","WBGene00044539","WBGene00010199",NA,NA,NA,NA,"WBGene00018248",NA,NA,NA,NA,"WBGene00044445","WBGene00001391","WBGene00044445"
"560","WBGene00020456","WBGene00000213",NA,NA,NA,NA,"WBGene00011124",NA,NA,NA,NA,"WBGene00016425","WBGene00010671","WBGene00016425"
"561","WBGene00018747","WBGene00012238",NA,NA,NA,NA,"WBGene00019249",NA,NA,NA,NA,"WBGene00006470","WBGene00018701","WBGene00006470"
"562","WBGene00003915","WBGene00020821",NA,NA,NA,NA,"WBGene00017004",NA,NA,NA,NA,"WBGene00017727","WBGene00003161","WBGene00017727"
"563","WBGene00011856","WBGene00000608",NA,NA,NA,NA,"WBGene00003020",NA,NA,NA,NA,"WBGene00001064","WBGene00007282","WBGene00001064"
"564","WBGene00019021","WBGene00004152",NA,NA,NA,NA,"WBGene00010691",NA,NA,NA,NA,"WBGene00006743","WBGene00021420","WBGene00006743"
"565","WBGene00012840","WBGene00017269",NA,NA,NA,NA,"WBGene00002117",NA,NA,NA,NA,"WBGene00004809","WBGene00000781","WBGene00004809"
"566","WBGene00003482","WBGene00004703",NA,NA,NA,NA,"WBGene00001087",NA,NA,NA,NA,"WBGene00011590","WBGene00003661","WBGene00011590"
"567","WBGene00011737","WBGene00007761",NA,NA,NA,NA,"WBGene00001086",NA,NA,NA,NA,"WBGene00012382","WBGene00020375","WBGene00012382"
"568","WBGene00020703","WBGene00016824",NA,NA,NA,NA,"WBGene00219313",NA,NA,NA,NA,"WBGene00010047","WBGene00008822","WBGene00010047"
"569","WBGene00012034","WBGene00008364",NA,NA,NA,NA,"WBGene00010495",NA,NA,NA,NA,"WBGene00000022","WBGene00008915","WBGene00000022"
"570","WBGene00012853","WBGene00002246",NA,NA,NA,NA,"WBGene00001999",NA,NA,NA,NA,"WBGene00202514","WBGene00016238","WBGene00202514"
"571","WBGene00003756","WBGene00001683",NA,NA,NA,NA,"WBGene00018714",NA,NA,NA,NA,"WBGene00007453","WBGene00003901","WBGene00007453"
"572","WBGene00016898","WBGene00012608",NA,NA,NA,NA,"WBGene00006545",NA,NA,NA,NA,"WBGene00012097","WBGene00007978","WBGene00012097"
"573","WBGene00019361","WBGene00004147",NA,NA,NA,NA,"WBGene00019624",NA,NA,NA,NA,"WBGene00002248","WBGene00020216","WBGene00002248"
"574","WBGene00004994","WBGene00010034",NA,NA,NA,NA,"WBGene00012198",NA,NA,NA,NA,"WBGene00008922","WBGene00019547","WBGene00008922"
"575","WBGene00012244","WBGene00016434",NA,NA,NA,NA,"WBGene00017252",NA,NA,NA,NA,"WBGene00015816","WBGene00011605","WBGene00015816"
"576","WBGene00000281","WBGene00008488",NA,NA,NA,NA,"WBGene00014999",NA,NA,NA,NA,"WBGene00007506","WBGene00017085","WBGene00007506"
"577","WBGene00020732","WBGene00013233",NA,NA,NA,NA,"WBGene00020508",NA,NA,NA,NA,"WBGene00019914","WBGene00021763","WBGene00019914"
"578","WBGene00001444","WBGene00011625",NA,NA,NA,NA,"WBGene00015518",NA,NA,NA,NA,"WBGene00001858","WBGene00006720","WBGene00001858"
"579","WBGene00009380","WBGene00013307",NA,NA,NA,NA,"WBGene00007867",NA,NA,NA,NA,"WBGene00021015","WBGene00018483","WBGene00021015"
"580","WBGene00011230","WBGene00012467",NA,NA,NA,NA,"WBGene00007068",NA,NA,NA,NA,"WBGene00021415","WBGene00005059","WBGene00021415"
"581","WBGene00044921","WBGene00016009",NA,NA,NA,NA,"WBGene00007042",NA,NA,NA,NA,"WBGene00022515","WBGene00009583","WBGene00022515"
"582","WBGene00206464","WBGene00021730",NA,NA,NA,NA,"WBGene00018104",NA,NA,NA,NA,"WBGene00008900","WBGene00007433","WBGene00008900"
"583","WBGene00001772","WBGene00011681",NA,NA,NA,NA,"WBGene00008838",NA,NA,NA,NA,"WBGene00000902","WBGene00012546","WBGene00000902"
"584","WBGene00009628","WBGene00007696",NA,NA,NA,NA,"WBGene00019814",NA,NA,NA,NA,"WBGene00003242","WBGene00016823","WBGene00003242"
"585","WBGene00017901","WBGene00001329",NA,NA,NA,NA,"WBGene00000713",NA,NA,NA,NA,"WBGene00017361","WBGene00008526","WBGene00017361"
"586","WBGene00012289","WBGene00010942",NA,NA,NA,NA,"WBGene00015610",NA,NA,NA,NA,"WBGene00001448","WBGene00011501","WBGene00001448"
"587","WBGene00022386","WBGene00020050",NA,NA,NA,NA,"WBGene00001002",NA,NA,NA,NA,"WBGene00007474","WBGene00010690","WBGene00007474"
"588","WBGene00009595","WBGene00020274",NA,NA,NA,NA,"WBGene00001439",NA,NA,NA,NA,"WBGene00003933","WBGene00002076","WBGene00003933"
"589","WBGene00008454","WBGene00015200",NA,NA,NA,NA,"WBGene00011231",NA,NA,NA,NA,"WBGene00012005","WBGene00020630","WBGene00012005"
"590","WBGene00001117","WBGene00011912",NA,NA,NA,NA,"WBGene00000120",NA,NA,NA,NA,"WBGene00003991","WBGene00015180","WBGene00003991"
"591","WBGene00000298","WBGene00009444",NA,NA,NA,NA,"WBGene00012936",NA,NA,NA,NA,"WBGene00004156","WBGene00018269","WBGene00004156"
"592","WBGene00006970","WBGene00000121",NA,NA,NA,NA,"WBGene00000460",NA,NA,NA,NA,"WBGene00015955","WBGene00010687","WBGene00015955"
"593","WBGene00007439","WBGene00003794",NA,NA,NA,NA,"WBGene00006816",NA,NA,NA,NA,"WBGene00016273","WBGene00019938","WBGene00016273"
"594","WBGene00001170","WBGene00021774",NA,NA,NA,NA,"WBGene00022667",NA,NA,NA,NA,"WBGene00000893","WBGene00020994","WBGene00000893"
"595","WBGene00018643","WBGene00015132",NA,NA,NA,NA,"WBGene00018995",NA,NA,NA,NA,"WBGene00003610","WBGene00018892","WBGene00003610"
"596","WBGene00010700","WBGene00000148",NA,NA,NA,NA,"WBGene00022418",NA,NA,NA,NA,"WBGene00194695","WBGene00019381","WBGene00194695"
"597","WBGene00016496","WBGene00000010",NA,NA,NA,NA,"WBGene00001331",NA,NA,NA,NA,"WBGene00019509","WBGene00006607","WBGene00019509"
"598","WBGene00014826","WBGene00001240",NA,NA,NA,NA,"WBGene00012982",NA,NA,NA,NA,"WBGene00009889","WBGene00002079","WBGene00009889"
"599","WBGene00019839","WBGene00012512",NA,NA,NA,NA,"WBGene00022741",NA,NA,NA,NA,"WBGene00018418","WBGene00019628","WBGene00018418"
"600","WBGene00015857","WBGene00008236",NA,NA,NA,NA,"WBGene00002124",NA,NA,NA,NA,"WBGene00015219","WBGene00015171","WBGene00015219"
"601","WBGene00000683","WBGene00006707",NA,NA,NA,NA,"WBGene00020778",NA,NA,NA,NA,"WBGene00015523","WBGene00022669","WBGene00015523"
"602","WBGene00020139","WBGene00020896",NA,NA,NA,NA,"WBGene00009851",NA,NA,NA,NA,"WBGene00000150","WBGene00015587","WBGene00000150"
"603","WBGene00043995","WBGene00017405",NA,NA,NA,NA,"WBGene00019700",NA,NA,NA,NA,"WBGene00021529","WBGene00015538","WBGene00021529"
"604","WBGene00012204","WBGene00001852",NA,NA,NA,NA,"WBGene00000591",NA,NA,NA,NA,"WBGene00003934","WBGene00004750","WBGene00003934"
"605","WBGene00010658","WBGene00000137",NA,NA,NA,NA,"WBGene00011388",NA,NA,NA,NA,"WBGene00017304","WBGene00000715","WBGene00017304"
"606","WBGene00009533","WBGene00011253",NA,NA,NA,NA,"WBGene00011738",NA,NA,NA,NA,"WBGene00011108","WBGene00004392","WBGene00011108"
"607","WBGene00016907","WBGene00000079",NA,NA,NA,NA,"WBGene00007321",NA,NA,NA,NA,"WBGene00018252","WBGene00000703","WBGene00018252"
"608","WBGene00077593","WBGene00004915",NA,NA,NA,NA,"WBGene00009537",NA,NA,NA,NA,"WBGene00016845","WBGene00044500","WBGene00016845"
"609","WBGene00013394","WBGene00000817",NA,NA,NA,NA,"WBGene00016576",NA,NA,NA,NA,"WBGene00008862","WBGene00004319","WBGene00008862"
"610","WBGene00018647","WBGene00004203",NA,NA,NA,NA,"WBGene00001165",NA,NA,NA,NA,"WBGene00019855","WBGene00008686","WBGene00019855"
"611","WBGene00009304","WBGene00020437",NA,NA,NA,NA,"WBGene00013606",NA,NA,NA,NA,"WBGene00007590","WBGene00000064","WBGene00007590"
"612","WBGene00000373","WBGene00009812",NA,NA,NA,NA,"WBGene00000464",NA,NA,NA,NA,"WBGene00011733","WBGene00011011","WBGene00011733"
"613","WBGene00011222","WBGene00020480",NA,NA,NA,NA,"WBGene00006523",NA,NA,NA,NA,"WBGene00010867","WBGene00000712","WBGene00010867"
"614","WBGene00016492","WBGene00001996",NA,NA,NA,NA,"WBGene00000301",NA,NA,NA,NA,"WBGene00018470","WBGene00001511","WBGene00018470"
"615","WBGene00004773","WBGene00015943",NA,NA,NA,NA,"WBGene00010199",NA,NA,NA,NA,"WBGene00007980","WBGene00007969","WBGene00007980"
"616","WBGene00010639","WBGene00006776",NA,NA,NA,NA,"WBGene00012238",NA,NA,NA,NA,"WBGene00008708","WBGene00004317","WBGene00008708"
"617","WBGene00016332","WBGene00011741",NA,NA,NA,NA,"WBGene00004703",NA,NA,NA,NA,"WBGene00021213","WBGene00006352","WBGene00021213"
"618","WBGene00235306","WBGene00000870",NA,NA,NA,NA,"WBGene00016434",NA,NA,NA,NA,"WBGene00017892","WBGene00012301","WBGene00017892"
"619","WBGene00006452","WBGene00015344",NA,NA,NA,NA,"WBGene00016009",NA,NA,NA,NA,"WBGene00017374","WBGene00023497","WBGene00017374"
"620","WBGene00010528","WBGene00018016",NA,NA,NA,NA,"WBGene00011681",NA,NA,NA,NA,"WBGene00000606","WBGene00000249","WBGene00000606"
"621","WBGene00010041","WBGene00000616",NA,NA,NA,NA,"WBGene00020274",NA,NA,NA,NA,"WBGene00014253","WBGene00013241","WBGene00014253"
"622","WBGene00009514","WBGene00004350",NA,NA,NA,NA,"WBGene00003794",NA,NA,NA,NA,"WBGene00011564","WBGene00021153","WBGene00011564"
"623","WBGene00001065","WBGene00013699",NA,NA,NA,NA,"WBGene00015132",NA,NA,NA,NA,"WBGene00021121","WBGene00022127","WBGene00021121"
"624","WBGene00016927","WBGene00016139",NA,NA,NA,NA,"WBGene00000137",NA,NA,NA,NA,"WBGene00006780","WBGene00008959","WBGene00006780"
"625","WBGene00009102","WBGene00018740",NA,NA,NA,NA,"WBGene00004203",NA,NA,NA,NA,"WBGene00008446","WBGene00019427","WBGene00008446"
"626","WBGene00017711","WBGene00016841",NA,NA,NA,NA,"WBGene00015943",NA,NA,NA,NA,"WBGene00013736","WBGene00022141","WBGene00013736"
"627","WBGene00022048","WBGene00021890",NA,NA,NA,NA,"WBGene00000870",NA,NA,NA,NA,"WBGene00011707","WBGene00009773","WBGene00011707"
"628","WBGene00019644","WBGene00004088",NA,NA,NA,NA,"WBGene00015344",NA,NA,NA,NA,"WBGene00000285","WBGene00009820","WBGene00000285"
"629","WBGene00007856","WBGene00010807",NA,NA,NA,NA,"WBGene00013699",NA,NA,NA,NA,"WBGene00020710","WBGene00003136","WBGene00020710"
"630","WBGene00011083","WBGene00012732",NA,NA,NA,NA,"WBGene00016841",NA,NA,NA,NA,"WBGene00004438","WBGene00000896","WBGene00004438"
"631","WBGene00003990","WBGene00021543",NA,NA,NA,NA,"WBGene00012732",NA,NA,NA,NA,"WBGene00020504","WBGene00017648","WBGene00020504"
"632","WBGene00009804","WBGene00004893",NA,NA,NA,NA,"WBGene00004893",NA,NA,NA,NA,"WBGene00010117","WBGene00011267","WBGene00010117"
"633","WBGene00003978","WBGene00000111",NA,NA,NA,NA,"WBGene00000376",NA,NA,NA,NA,"WBGene00044696","WBGene00014017","WBGene00044696"
"634","WBGene00000433","WBGene00011059",NA,NA,NA,NA,"WBGene00020379",NA,NA,NA,NA,"WBGene00021079","WBGene00012879","WBGene00021079"
"635","WBGene00021260","WBGene00044692",NA,NA,NA,NA,"WBGene00015037",NA,NA,NA,NA,"WBGene00004796","WBGene00001869","WBGene00004796"
"636","WBGene00000370","WBGene00017355",NA,NA,NA,NA,"WBGene00009233",NA,NA,NA,NA,"WBGene00010897","WBGene00044072","WBGene00010897"
"637","WBGene00014178","WBGene00000376",NA,NA,NA,NA,"WBGene00021516",NA,NA,NA,NA,"WBGene00001182","WBGene00020031","WBGene00001182"
"638","WBGene00006749","WBGene00016102",NA,NA,NA,NA,"WBGene00020726",NA,NA,NA,NA,"WBGene00008851","WBGene00001088","WBGene00008851"
"639","WBGene00015514","WBGene00011962",NA,NA,NA,NA,"WBGene00018438",NA,NA,NA,NA,"WBGene00009090","WBGene00006556","WBGene00009090"
"640","WBGene00003602","WBGene00019124",NA,NA,NA,NA,"WBGene00006528",NA,NA,NA,NA,"WBGene00021396","WBGene00011892","WBGene00021396"
"641","WBGene00004999","WBGene00006382",NA,NA,NA,NA,"WBGene00019591",NA,NA,NA,NA,"WBGene00021503","WBGene00020290","WBGene00021503"
"642","WBGene00016658","WBGene00012020",NA,NA,NA,NA,"WBGene00001080",NA,NA,NA,NA,"WBGene00000149","WBGene00011908","WBGene00000149"
"643","WBGene00018743","WBGene00000894",NA,NA,NA,NA,"WBGene00006775",NA,NA,NA,NA,"WBGene00018547","WBGene00017986","WBGene00018547"
"644","WBGene00002023","WBGene00017816",NA,NA,NA,NA,"WBGene00044436",NA,NA,NA,NA,"WBGene00006927","WBGene00016013","WBGene00006927"
"645","WBGene00016379","WBGene00006786",NA,NA,NA,NA,"WBGene00018355",NA,NA,NA,NA,"WBGene00015532","WBGene00000459","WBGene00015532"
"646","WBGene00015791","WBGene00004312",NA,NA,NA,NA,"WBGene00010845",NA,NA,NA,NA,"WBGene00006575","WBGene00022310","WBGene00006575"
"647","WBGene00009029","WBGene00011111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007103","WBGene00006704","WBGene00007103"
"648","WBGene00194674","WBGene00003582",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010454","WBGene00015778","WBGene00010454"
"649","WBGene00012812","WBGene00006477",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00000776","WBGene00019799","WBGene00000776"
"650","WBGene00001693","WBGene00010646",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00008194","WBGene00000274","WBGene00008194"
"651","WBGene00007578","WBGene00007458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00017498","WBGene00001569","WBGene00017498"
"652","WBGene00013210","WBGene00012584",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00007405","WBGene00013011","WBGene00007405"
"653","WBGene00018951","WBGene00014177",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00004382","WBGene00018689","WBGene00004382"
"654","WBGene00013514","WBGene00020379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010935","WBGene00045486","WBGene00010935"
"655","WBGene00017133","WBGene00015037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00010296","WBGene00015011","WBGene00010296"
"656","WBGene00018112","WBGene00015899",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00021518","WBGene00010149","WBGene00021518"
"657","WBGene00002225","WBGene00013127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011763","WBGene00015905","WBGene00011763"
"658","WBGene00018823","WBGene00012445",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00044443","WBGene00003052","WBGene00044443"
"659","WBGene00003375","WBGene00007352",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00194731","WBGene00006494","WBGene00194731"
"660","WBGene00006649","WBGene00001335",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00003635","WBGene00000406","WBGene00003635"
"661","WBGene00016763","WBGene00021456",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011476","WBGene00019748","WBGene00011476"
"662","WBGene00012758","WBGene00020665",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00015894","WBGene00010492","WBGene00015894"
"663","WBGene00007516","WBGene00018037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WBGene00011756","WBGene00021661","WBGene00011756"
