	amir_1_mix_1	amir_1_mix_2	amir_1_mix_5	amir_1_mix_6	amir_1_mix_7	amir_1_mix_8	amir_1_mix_9	amir_1_mix_10
WBGene00023492	7.03955824755628	33.7693484069415	8.69351846029509	19.9895174401238	9.98176551011648	13.1303112872574	14.4202569767661	10.2319718980757
WBGene00023497	404.774599234486	264.33248580606	519.748210804785	366.171614925904	482.119274138626	434.394465086766	260.875558034223	419.510847821103
WBGene00023498	49.276907732894	20.9602852181016	42.8466266971687	27.2584328728961	38.9288854894543	39.3909338617722	44.5717033827315	42.633216241982
WBGene00023500	29.3314926981512	39.5916498564142	44.0885579057823	48.1565647421164	46.9142978975474	43.767704290858	64.2356901692307	27.2852583948685
WBGene00023501	78.6084004310452	52.4007130452541	41.6046954885551	43.6134925966337	44.9179447955241	85.3470233671731	40.6389060254317	58.8338384139352
WBGene00023502	1.17325970792605	0	4.34675923014755	2.72584328728961	4.99088275505824	2.1883852145429	3.93279735729984	4.2633216241982
WBGene00023503	10.5593373713344	12.8090631888399	4.96772483445434	4.54307214548268	3.99270620404659	6.5651556436287	5.24372980973312	7.67397892355677
WBGene00023504	5.86629853963024	4.65784115957814	3.10482802153396	6.36030100367575	5.98905930606989	5.47096303635725	6.5546622621664	8.52664324839641
WBGene00023520	8.21281795548233	20.9602852181016	6.20965604306792	4.54307214548268	31.9416496323727	1.09419260727145	3.93279735729984	16.2006221719532
WBGene00043050	2.34651941585209	2.32892057978907	1.86289681292038	7.26891543277229	3.99270620404659	9.84773346544305	5.24372980973312	5.11598594903785
WBGene00043051	92.6875169261577	79.1832997128285	89.4190470201781	109.033731491584	111.795773713305	97.3831420471591	70.7903524313971	109.993697904314
WBGene00043054	9.38607766340838	0	6.83062164737472	6.36030100367575	11.9781186121398	8.7535408581716	9.17652716703295	5.96865027387749
WBGene00043056	306.220783768698	180.491344933653	271.361969082068	248.960353572451	312.429260466646	264.794610959691	243.83343615259	341.065729935856
WBGene00043057	236.998461001062	295.772913633212	339.668185555815	307.111677034629	303.445671507541	261.512033137877	338.220572727786	353.855694808451
WBGene00043060	25.811713574373	33.7693484069415	22.3547617550445	30.8928905892822	20.9617075712446	25.1664299672434	30.1514464059654	19.6112794713117
WBGene00043062	24.638453866447	32.604888117047	32.2902114239532	38.1618060220545	30.9434730813611	30.6373930036006	57.6810279070643	19.6112794713117
WBGene00043064	2219.80736739608	2375.49899138485	1654.8733354776	1725.45880085432	1674.94025259754	1927.9673740123	1885.12086659906	1631.14685341823
WBGene00043067	36.3710509457075	25.6181263776798	31.6692458196464	36.3445771638615	26.9507668773145	27.3548151817863	32.773311310832	17.0532864967928
WBGene00043068	19.9454150347428	30.2759675372579	29.1853834024192	33.6187338765718	18.9653544692213	31.7315856108721	36.7061086681318	40.9278875923028
WBGene00043097	136.098126119421	146.721996526712	175.733266018822	223.519149557748	173.682719876027	166.31727630526	179.597745983359	135.573627649503
WBGene00043120	1.17325970792605	4.65784115957814	3.72579362584075	2.72584328728961	2.99452965303494	1.09419260727145	1.31093245243328	2.55799297451892
WBGene00043156	36.3710509457075	41.9205704362033	64.5804228479064	35.4359627347649	51.9051806526057	45.9560895054009	40.6389060254317	52.8651881400577
WBGene00043279	64.5292839359326	78.0188394229339	47.814351531623	62.694395607661	28.9471199793378	62.3689786144727	66.8575550740972	56.2758454394163
WBGene00043297	0	2.32892057978907	3.72579362584075	4.54307214548268	3.99270620404659	4.3767704290858	5.24372980973312	16.2006221719532
WBGene00043302	15.2523762030386	15.137983768629	11.7983464818291	9.08614429096536	12.9762951631514	17.5070817163432	13.1093245243328	10.2319718980757
WBGene00043308	1.17325970792605	8.15122202926175	6.83062164737472	4.54307214548268	0.998176551011648	2.1883852145429	6.5546622621664	4.2633216241982
WBGene00043534	7.03955824755628	6.98676173936722	4.96772483445434	4.54307214548268	4.99088275505824	5.47096303635725	6.5546622621664	4.2633216241982
WBGene00043702	5.86629853963024	19.7958249282071	16.7660713162834	18.1722885819307	14.9726482651747	18.6012743236147	23.596784143799	9.37930757323605
WBGene00043952	12.9058567871865	25.6181263776798	21.1128305464309	19.0809030110273	10.9799420611281	20.7896595381576	11.7983920718995	21.316608120991
WBGene00043982	1.17325970792605	5.82230144947268	3.10482802153396	6.36030100367575	8.98358895910483	3.28257782181435	7.86559471459967	3.41065729935856
WBGene00043983	1.17325970792605	3.49338086968361	4.34675923014755	1.81722885819307	1.9963531020233	3.28257782181435	5.24372980973312	5.11598594903785
WBGene00043985	34.0245315298554	40.7561101463088	23.5966929636581	22.7153607274134	29.9452965303494	32.8257782181435	38.0170411205651	17.0532864967928
WBGene00043994	43.4106091932638	166.517821454919	63.3384916392928	84.5011419059779	107.803067509258	94.1005642253447	103.563663742229	77.5924535604073
WBGene00043995	48.1036480249679	76.8543791330394	22.3547617550445	60.8771667494679	21.9598841222562	32.8257782181435	69.4794199789638	23.8746010955099
